Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,Release Year,Release Month,Release Quarter,Power Density (W/mm2),Type_encoded,Vendor_ATI,Vendor_Intel,Vendor_NVIDIA,Vendor_Other,Foundry_Intel,Foundry_Other,Foundry_TSMC,Foundry_UMC,Foundry_Unknown
2001-01-01,90.0,84.0,109.0,125.0,2933.0,,,,2001.0,1.0,1.0,0.7706422018348624,0,False,True,False,False,True,False,False,False,False
2018-09-01,14.0,35.0,,,1800.0,,,,2018.0,9.0,3.0,,0,False,True,False,False,True,False,False,False,False
2016-01-24,14.0,45.0,,,2300.0,,,,2016.0,1.0,1.0,,0,False,True,False,False,True,False,False,False,False
2021-04-06,10.0,240.0,,,2600.0,,,,2021.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2009-03-30,45.0,130.0,263.0,731.0,2933.0,,,,2009.0,3.0,1.0,0.49429657794676807,0,False,True,False,False,True,False,False,False,False
2006-07-27,65.0,65.0,143.0,291.0,2133.0,,,,2006.0,7.0,3.0,0.45454545454545453,0,False,True,False,False,True,False,False,False,False
2021-03-16,14.0,65.0,,,2500.0,,,,2021.0,3.0,1.0,,0,False,True,False,False,True,False,False,False,False
2009-12-01,45.0,35.0,107.0,410.0,2200.0,,,,2009.0,12.0,4.0,0.32710280373831774,0,False,True,False,False,True,False,False,False,False
2005-03-29,90.0,135.0,,286.0,2833.0,,,,2005.0,3.0,1.0,,0,False,True,False,False,True,False,False,False,False
2011-12-20,32.0,45.0,228.0,1178.0,1700.0,,,,2011.0,12.0,4.0,0.19736842105263158,0,False,False,False,False,False,False,False,False,True
2002-01-07,180.0,70.0,150.0,37.0,1667.0,,,,2002.0,1.0,1.0,0.4666666666666667,0,False,False,False,False,False,False,False,False,True
2008-11-17,45.0,130.0,263.0,731.0,3200.0,,,,2008.0,11.0,4.0,0.49429657794676807,0,False,True,False,False,True,False,False,False,False
2015-07-02,14.0,65.0,177.0,,3200.0,,,,2015.0,7.0,3.0,0.3672316384180791,0,False,True,False,False,True,False,False,False,False
2014-10-27,14.0,5.0,50.0,,900.0,,,,2014.0,10.0,4.0,0.1,0,False,True,False,False,True,False,False,False,False
2011-02-14,32.0,130.0,239.0,1170.0,2933.0,,,,2011.0,2.0,1.0,0.5439330543933054,0,False,True,False,False,True,False,False,False,False
2018-12-11,14.0,205.0,,8000.0,2700.0,,,,2018.0,12.0,4.0,,0,False,True,False,False,True,False,False,False,False
2019-01-08,14.0,91.0,,,4000.0,,,,2019.0,1.0,1.0,,0,False,True,False,False,True,False,False,False,False
2011-09-04,32.0,55.0,216.0,1160.0,2700.0,,,,2011.0,9.0,3.0,0.25462962962962965,0,False,True,False,False,True,False,False,False,False
2008-01-01,45.0,65.0,107.0,410.0,3166.0,,,,2008.0,1.0,1.0,0.6074766355140186,0,False,True,False,False,True,False,False,False,False
2008-03-01,65.0,65.0,118.0,221.0,1800.0,,,,2008.0,3.0,1.0,0.5508474576271186,0,False,False,False,False,False,False,False,False,True
2013-04-29,32.0,125.0,315.0,1200.0,4200.0,,,,2013.0,4.0,2.0,0.3968253968253968,0,False,False,False,False,False,False,False,False,True
2021-03-16,14.0,125.0,,,3600.0,,,,2021.0,3.0,1.0,,0,False,True,False,False,True,False,False,False,False
2012-06-01,22.0,35.0,118.0,,2500.0,,,,2012.0,6.0,2.0,0.2966101694915254,0,False,True,False,False,True,False,False,False,False
2019-07-07,7.0,95.0,74.0,3800.0,3800.0,,,,2019.0,7.0,3.0,1.2837837837837838,0,False,False,False,False,False,False,True,False,False
2007-06-03,65.0,65.0,77.0,105.0,1600.0,,,,2007.0,6.0,2.0,0.8441558441558441,0,False,True,False,False,True,False,False,False,False
2018-06-14,14.0,170.0,213.0,4800.0,2500.0,,,,2018.0,6.0,2.0,0.7981220657276995,0,False,False,False,False,False,False,False,False,False
2001-01-01,130.0,45.0,101.0,63.0,1862.0,,,,2001.0,1.0,1.0,0.44554455445544555,0,False,False,False,False,False,False,False,False,True
2013-05-23,32.0,25.0,246.0,1178.0,2000.0,,,,2013.0,5.0,2.0,0.1016260162601626,0,False,False,False,False,False,False,False,False,True
2018-02-01,14.0,65.0,,,2800.0,,,,2018.0,2.0,1.0,,0,False,True,False,False,True,False,False,False,False
2011-12-20,32.0,100.0,228.0,1178.0,2700.0,,,,2011.0,12.0,4.0,0.43859649122807015,0,False,False,False,False,False,False,False,False,True
2016-05-31,28.0,15.0,124.0,1200.0,3100.0,,,,2016.0,5.0,2.0,0.12096774193548387,0,False,False,False,False,False,False,False,False,True
2006-06-26,65.0,65.0,,,2000.0,,,,2006.0,6.0,2.0,,0,False,True,False,False,True,False,False,False,False
2014-07-01,22.0,47.0,264.0,1400.0,2200.0,,,,2014.0,7.0,3.0,0.17803030303030304,0,False,True,False,False,True,False,False,False,False
2009-09-24,45.0,7.0,26.0,47.0,1200.0,,,,2009.0,9.0,3.0,0.2692307692307692,0,False,True,False,False,True,False,False,False,False
2000-06-05,180.0,47.0,120.0,37.0,850.0,,,,2000.0,6.0,2.0,0.39166666666666666,0,False,False,False,False,False,False,False,False,True
2017-07-27,28.0,65.0,246.0,1178.0,3800.0,,,,2017.0,7.0,3.0,0.26422764227642276,0,False,False,False,False,False,False,False,False,True
2021-04-06,10.0,185.0,,,2200.0,,,,2021.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2018-01-08,14.0,15.0,246.0,,2000.0,,,,2018.0,1.0,1.0,0.06097560975609756,0,False,False,False,False,False,False,False,False,False
2012-10-23,32.0,95.0,315.0,1200.0,3800.0,,,,2012.0,10.0,4.0,0.30158730158730157,0,False,False,False,False,False,False,False,False,True
2012-09-27,32.0,17.0,246.0,1303.0,1900.0,,,,2012.0,9.0,3.0,0.06910569105691057,0,False,False,False,False,False,False,False,False,True
2020-07-21,7.0,65.0,,,3800.0,,,,2020.0,7.0,3.0,,0,False,False,False,False,False,False,True,False,False
2012-06-01,22.0,35.0,118.0,,2600.0,,,,2012.0,6.0,2.0,0.2966101694915254,0,False,True,False,False,True,False,False,False,False
2008-11-17,45.0,130.0,263.0,731.0,2933.0,,,,2008.0,11.0,4.0,0.49429657794676807,0,False,True,False,False,True,False,False,False,False
2012-10-02,32.0,65.0,246.0,1178.0,3400.0,,,,2012.0,10.0,4.0,0.26422764227642276,0,False,False,False,False,False,False,False,False,True
2016-05-31,28.0,10.0,124.0,1200.0,2400.0,,,,2016.0,5.0,2.0,0.08064516129032258,0,False,False,False,False,False,False,False,False,True
2020-07-21,7.0,65.0,,,3600.0,,,,2020.0,7.0,3.0,,0,False,False,False,False,False,False,True,False,False
2004-09-17,130.0,62.0,101.0,63.0,2000.0,,,,2004.0,9.0,3.0,0.6138613861386139,0,False,False,False,False,False,False,False,False,True
2012-06-03,22.0,17.0,118.0,,2000.0,,,,2012.0,6.0,2.0,0.1440677966101695,0,False,True,False,False,True,False,False,False,False
2015-05-15,14.0,65.0,,,3100.0,,,,2015.0,5.0,2.0,,0,False,True,False,False,True,False,False,False,False
2009-06-01,45.0,65.0,82.0,228.0,2200.0,,,,2009.0,6.0,2.0,0.7926829268292683,0,False,True,False,False,True,False,False,False,False
2017-09-01,14.0,165.0,,,2600.0,,,,2017.0,9.0,3.0,,0,False,True,False,False,True,False,False,False,False
2018-12-11,14.0,165.0,,8000.0,2200.0,,,,2018.0,12.0,4.0,,0,False,True,False,False,True,False,False,False,False
2007-05-27,65.0,35.0,111.0,293.0,1800.0,,,,2007.0,5.0,2.0,0.3153153153153153,0,False,True,False,False,True,False,False,False,False
2021-03-15,7.0,180.0,,,2650.0,,,,2021.0,3.0,1.0,,0,False,False,False,False,False,False,True,False,False
2012-11-05,32.0,115.0,315.0,2400.0,2800.0,,,,2012.0,11.0,4.0,0.36507936507936506,0,False,False,False,False,False,False,False,False,True
2005-09-26,90.0,95.0,,233.0,2000.0,,,,2005.0,9.0,3.0,,0,False,False,False,False,False,False,False,False,True
2005-12-01,90.0,135.0,213.0,200.0,2667.0,,,,2005.0,12.0,4.0,0.6338028169014085,0,False,True,False,False,True,False,False,False,False
2012-09-03,22.0,55.0,94.0,,3400.0,,,,2012.0,9.0,3.0,0.5851063829787234,0,False,True,False,False,True,False,False,False,False
2005-10-01,90.0,62.0,84.0,63.0,1800.0,,,,2005.0,10.0,4.0,0.7380952380952381,0,False,False,False,False,False,False,False,False,True
2010-08-23,45.0,9.0,87.0,176.0,1500.0,,,,2010.0,8.0,3.0,0.10344827586206896,0,False,True,False,False,True,False,False,False,False
2012-05-15,32.0,35.0,246.0,1178.0,2300.0,,,,2012.0,5.0,2.0,0.14227642276422764,0,False,False,False,False,False,False,False,False,True
2011-09-01,32.0,35.0,149.0,624.0,2400.0,,,,2011.0,9.0,3.0,0.2348993288590604,0,False,True,False,False,True,False,False,False,False
2013-09-01,22.0,130.0,160.0,1400.0,3300.0,,,,2013.0,9.0,3.0,0.8125,0,False,True,False,False,True,False,False,False,False
2009-04-19,45.0,65.0,82.0,456.0,2666.0,,,,2009.0,4.0,2.0,0.7926829268292683,0,False,True,False,False,True,False,False,False,False
2006-07-23,65.0,95.0,140.0,376.0,2800.0,,,,2006.0,7.0,3.0,0.6785714285714286,0,False,True,False,False,True,False,False,False,False
2006-07-27,65.0,35.0,143.0,,1667.0,,,,2006.0,7.0,3.0,0.24475524475524477,0,False,True,False,False,True,False,False,False,False
2008-08-15,65.0,95.0,285.0,450.0,2400.0,,,,2008.0,8.0,3.0,0.3333333333333333,0,False,False,False,False,False,False,False,False,True
2009-10-01,45.0,95.0,258.0,758.0,3000.0,,,,2009.0,10.0,4.0,0.3682170542635659,0,False,False,False,False,False,False,False,False,True
2011-08-22,40.0,18.0,75.0,,1300.0,,,,2011.0,8.0,3.0,0.24,0,False,False,False,False,False,False,False,False,True
2012-05-14,22.0,69.0,160.0,1400.0,3100.0,,,,2012.0,5.0,2.0,0.43125,0,False,True,False,False,True,False,False,False,False
2001-01-01,90.0,84.0,109.0,125.0,2933.0,,,,2001.0,1.0,1.0,0.7706422018348624,0,False,True,False,False,True,False,False,False,False
2013-09-01,22.0,130.0,160.0,1400.0,2700.0,,,,2013.0,9.0,3.0,0.8125,0,False,True,False,False,True,False,False,False,False
2006-08-27,65.0,95.0,435.0,1328.0,3000.0,,,,2006.0,8.0,3.0,0.21839080459770116,0,False,True,False,False,True,False,False,False,False
2020-04-30,14.0,91.0,,,3800.0,,,,2020.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2006-01-05,65.0,15.0,90.0,151.0,1500.0,,,,2006.0,1.0,1.0,0.16666666666666666,0,False,True,False,False,True,False,False,False,False
2009-09-08,45.0,95.0,296.0,774.0,2666.0,,,,2009.0,9.0,3.0,0.32094594594594594,0,False,True,False,False,True,False,False,False,False
2020-04-30,14.0,91.0,,,4100.0,,,,2020.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2014-07-21,22.0,35.0,177.0,1400.0,2900.0,,,,2014.0,7.0,3.0,0.1977401129943503,0,False,True,False,False,True,False,False,False,False
2001-01-01,130.0,49.0,80.0,37.0,1400.0,,,,2001.0,1.0,1.0,0.6125,0,False,False,False,False,False,False,False,False,True
2017-10-05,14.0,65.0,,,2800.0,,,,2017.0,10.0,4.0,,0,False,True,False,False,True,False,False,False,False
2008-09-01,65.0,25.0,,,2000.0,,,,2008.0,9.0,3.0,,0,False,False,False,False,False,False,False,False,True
2019-04-08,12.0,15.0,210.0,4940.0,2100.0,,,,2019.0,4.0,2.0,0.07142857142857142,0,False,False,False,False,False,False,False,False,False
2020-07-21,7.0,65.0,,,3800.0,,,,2020.0,7.0,3.0,,0,False,False,False,False,False,False,True,False,False
2004-04-27,130.0,89.0,144.0,105.0,2400.0,,,,2004.0,4.0,2.0,0.6180555555555556,0,False,False,False,False,False,False,False,False,True
2012-11-12,22.0,300.0,350.0,5000.0,1250.0,,,,2012.0,11.0,4.0,0.8571428571428571,0,False,True,False,False,True,False,False,False,False
2010-01-04,45.0,10.0,66.0,123.0,1667.0,,,,2010.0,1.0,1.0,0.15151515151515152,0,False,True,False,False,True,False,False,False,False
2009-03-30,45.0,60.0,263.0,731.0,2266.0,,,,2009.0,3.0,1.0,0.22813688212927757,0,False,True,False,False,True,False,False,False,False
2017-01-03,14.0,35.0,,,2800.0,,,,2017.0,1.0,1.0,,0,False,True,False,False,True,False,False,False,False
2006-05-23,90.0,89.0,156.0,154.0,2200.0,,,,2006.0,5.0,2.0,0.5705128205128205,0,False,False,False,False,False,False,False,False,True
2004-10-31,130.0,110.0,237.0,178.0,3460.0,,,,2004.0,10.0,4.0,0.4641350210970464,0,False,True,False,False,True,False,False,False,False
2020-04-30,14.0,65.0,,,2900.0,,,,2020.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2007-05-27,65.0,35.0,143.0,293.0,2200.0,,,,2007.0,5.0,2.0,0.24475524475524477,0,False,True,False,False,True,False,False,False,False
2008-06-01,65.0,35.0,,,1900.0,,,,2008.0,6.0,2.0,,0,False,False,False,False,False,False,False,False,True
2021-03-16,14.0,65.0,,,4300.0,,,,2021.0,3.0,1.0,,0,False,True,False,False,True,False,False,False,False
2021-04-06,10.0,235.0,,,2600.0,,,,2021.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2010-07-19,32.0,130.0,239.0,1170.0,3200.0,,,,2010.0,7.0,3.0,0.5439330543933054,0,False,True,False,False,True,False,False,False,False
2011-07-01,32.0,35.0,131.0,504.0,1900.0,,,,2011.0,7.0,3.0,0.26717557251908397,0,False,True,False,False,True,False,False,False,False
2018-04-02,14.0,45.0,149.0,,2700.0,,,,2018.0,4.0,2.0,0.30201342281879195,0,False,True,False,False,True,False,False,False,False
2009-10-20,45.0,45.0,169.0,300.0,2300.0,,,,2009.0,10.0,4.0,0.26627218934911245,0,False,False,False,False,False,False,False,False,True
2019-08-21,14.0,9.0,,,1000.0,,,,2019.0,8.0,3.0,,0,False,True,False,False,True,False,False,False,False
2020-04-24,7.0,65.0,74.0,3800.0,3800.0,,,,2020.0,4.0,2.0,0.8783783783783784,0,False,False,False,False,False,False,True,False,False
2011-09-04,32.0,35.0,131.0,504.0,2600.0,,,,2011.0,9.0,3.0,0.26717557251908397,0,False,True,False,False,True,False,False,False,False
2010-05-11,45.0,45.0,117.0,410.0,2900.0,,,,2010.0,5.0,2.0,0.38461538461538464,0,False,False,False,False,False,False,False,False,True
2005-01-01,90.0,84.0,109.0,125.0,3060.0,,,,2005.0,1.0,1.0,0.7706422018348624,0,False,True,False,False,True,False,False,False,False
2007-07-22,65.0,65.0,111.0,167.0,2000.0,,,,2007.0,7.0,3.0,0.5855855855855856,0,False,True,False,False,True,False,False,False,False
2001-06-06,180.0,72.0,120.0,37.0,1400.0,,,,2001.0,6.0,2.0,0.6,0,False,False,False,False,False,False,False,False,True
2004-11-23,90.0,25.0,,63.0,1800.0,,,,2004.0,11.0,4.0,,0,False,False,False,False,False,False,False,False,True
2013-09-01,22.0,130.0,160.0,1400.0,3500.0,,,,2013.0,9.0,3.0,0.8125,0,False,True,False,False,True,False,False,False,False
2018-10-19,14.0,65.0,,,3000.0,,,,2018.0,10.0,4.0,,0,False,True,False,False,True,False,False,False,False
2021-04-06,10.0,150.0,,,2300.0,,,,2021.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2015-06-01,22.0,115.0,160.0,1400.0,2200.0,,,,2015.0,6.0,2.0,0.71875,0,False,True,False,False,True,False,False,False,False
2018-09-01,14.0,65.0,,,3600.0,,,,2018.0,9.0,3.0,,0,False,True,False,False,True,False,False,False,False
2013-09-01,22.0,54.0,177.0,1400.0,3200.0,,,,2013.0,9.0,3.0,0.3050847457627119,0,False,True,False,False,True,False,False,False,False
2017-01-03,14.0,51.0,,,3500.0,,,,2017.0,1.0,1.0,,0,False,True,False,False,True,False,False,False,False
2014-05-01,22.0,84.0,177.0,1400.0,3300.0,,,,2014.0,5.0,2.0,0.4745762711864407,0,False,True,False,False,True,False,False,False,False
2006-06-26,65.0,65.0,,,1866.0,,,,2006.0,6.0,2.0,,0,False,True,False,False,True,False,False,False,False
2004-01-06,130.0,89.0,193.0,105.0,2200.0,,,,2004.0,1.0,1.0,0.46113989637305697,0,False,False,False,False,False,False,False,False,True
2020-04-30,14.0,58.0,,,4000.0,,,,2020.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2013-09-01,22.0,80.0,160.0,1400.0,2600.0,,,,2013.0,9.0,3.0,0.5,0,False,True,False,False,True,False,False,False,False
2008-01-01,45.0,65.0,104.0,410.0,2667.0,,,,2008.0,1.0,1.0,0.625,0,False,True,False,False,True,False,False,False,False
2012-06-03,32.0,35.0,131.0,504.0,2400.0,,,,2012.0,6.0,2.0,0.26717557251908397,0,False,True,False,False,True,False,False,False,False
2009-03-29,45.0,5.0,107.0,410.0,1400.0,,,,2009.0,3.0,1.0,0.04672897196261682,0,False,True,False,False,True,False,False,False,False
2020-07-21,12.0,35.0,,,3500.0,,,,2020.0,7.0,3.0,,0,False,False,False,False,False,False,False,False,False
2018-06-01,14.0,35.0,192.0,4800.0,3400.0,,,,2018.0,6.0,2.0,0.18229166666666666,0,False,False,False,False,False,False,False,False,True
2018-02-01,14.0,65.0,,,3100.0,,,,2018.0,2.0,1.0,,0,False,True,False,False,True,False,False,False,False
2001-01-01,130.0,25.0,144.0,69.0,1600.0,,,,2001.0,1.0,1.0,0.1736111111111111,0,False,False,False,False,False,False,False,False,True
2009-10-20,45.0,95.0,169.0,300.0,2700.0,,,,2009.0,10.0,4.0,0.5621301775147929,0,False,False,False,False,False,False,False,False,True
2015-07-02,14.0,95.0,,,3500.0,,,,2015.0,7.0,3.0,,0,False,True,False,False,True,False,False,False,False
2007-02-20,90.0,59.0,1.0,154.0,2600.0,,,,2007.0,2.0,1.0,59.0,0,False,False,False,False,False,False,False,False,True
2006-05-23,65.0,95.0,,,3200.0,,,,2006.0,5.0,2.0,,0,False,True,False,False,True,False,False,False,False
2007-10-08,65.0,45.0,,,2200.0,,,,2007.0,10.0,4.0,,0,False,False,False,False,False,False,False,False,True
2004-06-28,90.0,135.0,135.0,155.0,3400.0,,,,2004.0,6.0,2.0,1.0,0,False,True,False,False,True,False,False,False,False
2014-05-22,22.0,7.0,,,2160.0,,,,2014.0,5.0,2.0,,0,False,True,False,False,True,False,False,False,False
2020-04-30,14.0,58.0,,,3500.0,,,,2020.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2010-05-11,45.0,95.0,169.0,300.0,3100.0,,,,2010.0,5.0,2.0,0.5621301775147929,0,False,False,False,False,False,False,False,False,True
2020-04-30,14.0,58.0,,,4100.0,,,,2020.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2019-07-07,12.0,65.0,210.0,49.0,3600.0,,,,2019.0,7.0,3.0,0.30952380952380953,0,False,False,False,False,False,False,False,False,False
2005-08-02,90.0,67.0,,106.0,2000.0,,,,2005.0,8.0,3.0,,0,False,False,False,False,False,False,False,False,True
2018-10-26,28.0,45.0,246.0,1178.0,3500.0,,,,2018.0,10.0,4.0,0.18292682926829268,0,False,False,False,False,False,False,False,False,True
2017-08-31,14.0,125.0,213.0,9600.0,3100.0,,,,2017.0,8.0,3.0,0.5868544600938967,0,False,False,False,False,False,False,False,False,False
2018-05-30,14.0,15.0,246.0,,3400.0,,,,2018.0,5.0,2.0,0.06097560975609756,0,False,False,False,False,False,False,False,False,False
2006-05-23,90.0,35.0,220.0,154.0,2000.0,,,,2006.0,5.0,2.0,0.1590909090909091,0,False,False,False,False,False,False,False,False,True
2019-08-21,14.0,9.0,,,1000.0,,,,2019.0,8.0,3.0,,0,False,True,False,False,True,False,False,False,False
2017-10-26,14.0,15.0,246.0,,2000.0,,,,2017.0,10.0,4.0,0.06097560975609756,0,False,False,False,False,False,False,False,False,False
2020-04-30,14.0,62.0,,,3700.0,,,,2020.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2004-12-01,90.0,85.0,,106.0,2200.0,,,,2004.0,12.0,4.0,,0,False,False,False,False,False,False,False,False,True
2005-05-31,90.0,95.0,,233.0,2200.0,,,,2005.0,5.0,2.0,,0,False,False,False,False,False,False,False,False,True
2012-05-14,32.0,95.0,435.0,2270.0,2200.0,,,,2012.0,5.0,2.0,0.21839080459770116,0,False,True,False,False,True,False,False,False,False
2007-09-27,65.0,35.0,143.0,293.0,2600.0,,,,2007.0,9.0,3.0,0.24475524475524477,0,False,True,False,False,True,False,False,False,False
2003-06-30,130.0,85.0,193.0,106.0,1800.0,,,,2003.0,6.0,2.0,0.44041450777202074,0,False,False,False,False,False,False,False,False,True
2003-06-02,130.0,24.0,100.0,77.0,1700.0,,,,2003.0,6.0,2.0,0.24,0,False,True,False,False,True,False,False,False,False
2015-06-01,22.0,140.0,160.0,1400.0,2100.0,,,,2015.0,6.0,2.0,0.875,0,False,True,False,False,True,False,False,False,False
2009-10-20,45.0,45.0,169.0,300.0,2200.0,,,,2009.0,10.0,4.0,0.26627218934911245,0,False,False,False,False,False,False,False,False,True
2019-08-21,14.0,9.0,,,1100.0,,,,2019.0,8.0,3.0,,0,False,True,False,False,True,False,False,False,False
2006-03-06,90.0,95.0,,233.0,2600.0,,,,2006.0,3.0,1.0,,0,False,False,False,False,False,False,False,False,True
2008-11-30,45.0,65.0,82.0,228.0,2600.0,,,,2008.0,11.0,4.0,0.7926829268292683,0,False,True,False,False,True,False,False,False,False
2003-09-09,130.0,82.0,193.0,106.0,1400.0,,,,2003.0,9.0,3.0,0.42487046632124353,0,False,False,False,False,False,False,False,False,True
2010-09-01,45.0,45.0,117.0,234.0,2800.0,,,,2010.0,9.0,3.0,0.38461538461538464,0,False,False,False,False,False,False,False,False,True
2005-01-19,90.0,27.0,84.0,140.0,1600.0,,,,2005.0,1.0,1.0,0.32142857142857145,0,False,True,False,False,True,False,False,False,False
2010-11-22,45.0,7.0,26.0,47.0,1300.0,,,,2010.0,11.0,4.0,0.2692307692307692,0,False,True,False,False,True,False,False,False,False
2002-09-18,130.0,73.0,146.0,55.0,2000.0,,,,2002.0,9.0,3.0,0.5,0,False,True,False,False,True,False,False,False,False
2003-07-14,130.0,97.0,237.0,286.0,3066.0,,,,2003.0,7.0,3.0,0.4092827004219409,0,False,True,False,False,True,False,False,False,False
2019-04-02,14.0,400.0,,8000.0,2600.0,,,,2019.0,4.0,2.0,,0,False,True,False,False,True,False,False,False,False
2004-05-18,130.0,82.0,193.0,106.0,1600.0,,,,2004.0,5.0,2.0,0.42487046632124353,0,False,False,False,False,False,False,False,False,True
2010-03-16,32.0,95.0,239.0,1170.0,2666.0,,,,2010.0,3.0,1.0,0.39748953974895396,0,False,True,False,False,True,False,False,False,False
2011-06-01,40.0,6.0,,,1000.0,,,,2011.0,6.0,2.0,,0,False,False,False,False,False,False,False,False,True
2011-09-07,32.0,65.0,228.0,1178.0,2500.0,,,,2011.0,9.0,3.0,0.2850877192982456,0,False,False,False,False,False,False,False,False,True
2011-10-12,32.0,125.0,315.0,1200.0,3600.0,,,,2011.0,10.0,4.0,0.3968253968253968,0,False,False,False,False,False,False,False,False,True
2011-04-03,32.0,130.0,513.0,2600.0,2000.0,,,,2011.0,4.0,2.0,0.253411306042885,0,False,True,False,False,True,False,False,False,False
2006-05-23,90.0,65.0,220.0,154.0,2000.0,,,,2006.0,5.0,2.0,0.29545454545454547,0,False,False,False,False,False,False,False,False,True
2010-03-16,32.0,40.0,239.0,1170.0,2133.0,,,,2010.0,3.0,1.0,0.16736401673640167,0,False,True,False,False,True,False,False,False,False
2006-04-19,65.0,5.0,90.0,151.0,1333.0,,,,2006.0,4.0,2.0,0.05555555555555555,0,False,True,False,False,True,False,False,False,False
2005-01-01,90.0,84.0,109.0,125.0,2800.0,,,,2005.0,1.0,1.0,0.7706422018348624,0,False,True,False,False,True,False,False,False,False
2007-06-03,65.0,35.0,77.0,105.0,2000.0,,,,2007.0,6.0,2.0,0.45454545454545453,0,False,True,False,False,True,False,False,False,False
2018-12-11,14.0,125.0,,8000.0,2200.0,,,,2018.0,12.0,4.0,,0,False,True,False,False,True,False,False,False,False
2011-04-11,45.0,3.0,65.0,140.0,1200.0,,,,2011.0,4.0,2.0,0.046153846153846156,0,False,True,False,False,True,False,False,False,False
2013-06-01,32.0,100.0,246.0,1178.0,4100.0,,,,2013.0,6.0,2.0,0.4065040650406504,0,False,False,False,False,False,False,False,False,True
2013-10-28,32.0,100.0,246.0,1178.0,4000.0,,,,2013.0,10.0,4.0,0.4065040650406504,0,False,False,False,False,False,False,False,False,True
2004-09-22,90.0,84.0,109.0,125.0,2930.0,,,,2004.0,9.0,3.0,0.7706422018348624,0,False,True,False,False,True,False,False,False,False
2008-12-01,65.0,35.0,,,2200.0,,,,2008.0,12.0,4.0,,0,False,False,False,False,False,False,False,False,True
2004-12-01,90.0,85.0,,106.0,2000.0,,,,2004.0,12.0,4.0,,0,False,False,False,False,False,False,False,False,True
2004-05-10,90.0,21.0,84.0,140.0,2000.0,,,,2004.0,5.0,2.0,0.25,0,False,True,False,False,True,False,False,False,False
2004-08-01,130.0,82.0,193.0,106.0,1600.0,,,,2004.0,8.0,3.0,0.42487046632124353,0,False,False,False,False,False,False,False,False,True
2017-07-27,28.0,65.0,246.0,1178.0,3800.0,,,,2017.0,7.0,3.0,0.26422764227642276,0,False,False,False,False,False,False,False,False,True
2001-01-01,130.0,62.0,101.0,63.0,1500.0,,,,2001.0,1.0,1.0,0.6138613861386139,0,False,False,False,False,False,False,False,False,True
2021-03-15,7.0,225.0,,,2000.0,,,,2021.0,3.0,1.0,,0,False,False,False,False,False,False,True,False,False
2013-09-04,22.0,37.0,118.0,1400.0,2400.0,,,,2013.0,9.0,3.0,0.3135593220338983,0,False,True,False,False,True,False,False,False,False
2018-10-19,14.0,65.0,,,3100.0,,,,2018.0,10.0,4.0,,0,False,True,False,False,True,False,False,False,False
2018-05-05,10.0,28.0,123.0,,1500.0,,,,2018.0,5.0,2.0,0.22764227642276422,0,False,True,False,False,True,False,False,False,False
2012-10-02,32.0,65.0,246.0,1178.0,3200.0,,,,2012.0,10.0,4.0,0.26422764227642276,0,False,False,False,False,False,False,False,False,True
2004-12-01,90.0,85.0,,106.0,1800.0,,,,2004.0,12.0,4.0,,0,False,False,False,False,False,False,False,False,True
2004-08-01,130.0,35.0,193.0,106.0,1800.0,,,,2004.0,8.0,3.0,0.18134715025906736,0,False,False,False,False,False,False,False,False,True
2009-03-30,45.0,95.0,263.0,731.0,2933.0,,,,2009.0,3.0,1.0,0.3612167300380228,0,False,True,False,False,True,False,False,False,False
2018-10-19,14.0,165.0,,,3000.0,,,,2018.0,10.0,4.0,,0,False,True,False,False,True,False,False,False,False
2017-01-03,14.0,35.0,,,3000.0,,,,2017.0,1.0,1.0,,0,False,True,False,False,True,False,False,False,False
2009-10-20,45.0,130.0,263.0,731.0,3200.0,,,,2009.0,10.0,4.0,0.49429657794676807,0,False,True,False,False,True,False,False,False,False
2005-06-27,90.0,104.0,115.0,114.0,2800.0,,,,2005.0,6.0,2.0,0.9043478260869565,0,False,False,False,False,False,False,False,False,True
2013-03-12,32.0,35.0,246.0,1178.0,2700.0,,,,2013.0,3.0,1.0,0.14227642276422764,0,False,False,False,False,False,False,False,False,True
2017-10-05,14.0,95.0,154.0,,3700.0,,,,2017.0,10.0,4.0,0.6168831168831169,0,False,True,False,False,True,False,False,False,False
2008-08-10,45.0,65.0,107.0,420.0,2667.0,,,,2008.0,8.0,3.0,0.6074766355140186,0,False,True,False,False,True,False,False,False,False
2008-09-08,65.0,95.0,285.0,450.0,2300.0,,,,2008.0,9.0,3.0,0.3333333333333333,0,False,False,False,False,False,False,False,False,True
